experience_level,employment_type,remote_ratio,company_size,job_title_freq,employee_residence_top,company_location_top,inflation_adj_salary
Entry level,Full-time,On-site,Medium,Data Engineer,United States,United States,171390.24
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,148895.27099999998
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,173532.618
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,128542.67999999998
Mid/ Intermediate level,Full-time,On-site,Small,ML Engineer,United States,United States,214237.79999999996
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,115688.41199999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,64699.81559999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,164534.63039999997
Senior,Full-time,Remote,Small,Data Engineer,Other,United States,193801.22778239998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,92550.72959999999
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,144610.51499999998
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,184458.74579999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,Spain,Spain,36976.20637088
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,214237.79999999996
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,166707.001692
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,257085.35999999996
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,146924.28324
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,273024.65232
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,Other,Other,48612.602092354005
Entry level,Full-time,On-site,Large,Data Scientist,United States,United States,228870.24173999997
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,219403.07335799997
Entry level,Full-time,Remote,Large,Data Scientist,Other,Other,98602.82595468199
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,92122.25399999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,170854.64549999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,80981.88839999998
Entry level,Full-time,On-site,Medium,ML Engineer,United States,United States,162252.99782999998
Mid/ Intermediate level,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,149966.46
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,214023.56219999996
Senior,Full-time,On-site,Medium,Data Scientist,Canada,Canada,243055.398
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,242838.54629999996
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,321613.7853599999
Entry level,Full-time,Remote,Medium,Data Analyst,United States,United States,91051.06499999999
Senior,Full-time,On-site,Large,Data Engineer,United States,United States,132506.07929999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,176746.185
Entry level,Full-time,On-site,Medium,AI/ ML Researcher,United States,United States,171390.24
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,Other,Other,98540.65149599999
Mid/ Intermediate level,Full-time,Hybrid,Large,ML Engineer,Other,Other,65324.24022089
Mid/ Intermediate level,Full-time,Remote,Medium,AI Engineer,United Kingdom,United Kingdom,101113.26636184199
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,229448.68379999997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,185101.45919999998
Senior,Full-time,Remote,Medium,Data Engineer,Canada,Canada,217962.53628519998
Executive level,Full-time,On-site,Medium,Data Engineer,United States,United States,219593.74499999997
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,143046.40766975997
Senior,Full-time,Remote,Small,ML Engineer,Other,Other,140772.35928
Mid/ Intermediate level,Full-time,On-site,Small,ML Engineer,Other,Other,55492.100000000006
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,129571.02144
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,221514.38687699995
Mid/ Intermediate level,Full-time,Hybrid,Small,ML Engineer,Other,Other,93932.39792878953
Mid/ Intermediate level,Full-time,Hybrid,Small,Data Scientist,United Kingdom,United Kingdom,72223.25892860399
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,88228.48198499999
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,217986.96149999995
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,202454.721
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,241981.59509999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,194356.53215999997
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,177003.27036
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,184753.23707988
Senior,Full-time,On-site,Medium,AI/ ML Researcher,Germany,Germany,193112.508
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,158486.18313528
Entry level,Full-time,Remote,Small,Data Analyst,United States,United States,63628.626599999996
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,182102.12999999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,179509.85262
Senior,Full-time,On-site,Medium,Data Engineer,Canada,Canada,208812.332932
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,99144.96908399998
Senior,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,108336.0614959
Mid/ Intermediate level,Full-time,Remote,Large,Data Analyst,United States,United States,139254.56999999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,196359.65558999998
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,241904.46949199997
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,India,India,18891.730524
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,237803.95799999996
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,260298.92699999997
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,256014.17099999994
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Engineer,India,India,41774.197616339996
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,155322.405
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,134372.090538
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,128327.371011
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,156286.47509999998
Mid/ Intermediate level,Full-time,Remote,Medium,BI Analyst,United States,United States,121125.767364
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,325641.45599999995
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,227906.17163999996
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,160678.34999999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,Canada,Canada,144279.46000000002
Entry level,Full-time,Remote,Large,Data Scientist,Other,Other,16269.765423785997
Senior,Full-time,On-site,Medium,AI Engineer,Other,Other,66590.51999999999
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,116759.60099999998
Mid/ Intermediate level,Full-time,Hybrid,Medium,Data Scientist,Germany,Other,74630.87099282493
Senior,Full-time,On-site,Large,AI/ DS Executive,Other,Other,80114.722769242
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,208881.85499999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,147502.72529999996
Entry level,Full-time,Hybrid,Large,Data Scientist,India,India,14169.352814
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,United States,United States,182899.90871964
Entry level,Full-time,On-site,Medium,Data Engineer,United States,United States,79160.86709999999
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,303360.7247999999
Senior,Full-time,Hybrid,Small,ML Engineer,Other,Other,73952.41274176
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,306145.81619999994
Entry level,Full-time,On-site,Medium,Data Analyst,United States,United States,80339.17499999999
Entry level,Full-time,Remote,Medium,Data Scientist,United States,United States,115688.41199999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,77125.608
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,85695.12
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,157336.24031999998
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,United States,United States,128708.24040098638
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,294576.975
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Scientist,Other,Other,27457.49108
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,94286.05577999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,115688.41199999998
Entry level,Full-time,Remote,Medium,BI Analyst,India,India,9443.4791017
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,171210.28024799997
Senior,Full-time,Remote,Medium,ML Engineer,Canada,Canada,105434.99
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,130612.21714799998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,246416.31756
Senior,Full-time,Hybrid,Large,Data Scientist,France,France,104765.13598216399
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,83552.742
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,123186.73499999997
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,118473.50339999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,268332.84449999995
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,231376.82399999996
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,75197.46779999998
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,162426.53044799998
Entry level,Full-time,On-site,Medium,AI Engineer,United States,United States,160678.34999999998
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,185101.45919999998
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Scientist,Other,Other,84990.0977537012
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,207660.69953999997
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,288642.58793999994
Senior,Full-time,Remote,Large,Data Analyst,United States,United States,242251.534728
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,146592.21464999995
Senior,Full-time,On-site,Small,AI Engineer,Canada,Canada,322603.32334999996
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,169588.42913787114
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,166591.31327999997
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,224319.83086799996
Senior,Full-time,Remote,Medium,Data Engineer,Canada,Canada,106400.44155579999
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,199134.03509999998
Mid/ Intermediate level,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,155022.47207999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,312251.59349999996
Entry level,Full-time,Remote,Medium,BI Analyst,United States,United States,64271.33999999999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,214237.79999999996
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,149430.86549999999
Entry level,Full-time,Hybrid,Large,Data Analyst,United States,United States,57844.20599999999
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,256014.17099999994
Mid/ Intermediate level,Full-time,Remote,Small,Data Scientist,India,India,20524.187665946156
Senior,Full-time,Remote,Large,ML Engineer,United States,United States,96407.01
Executive level,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,202570.40941199998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,191742.83099999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,168905.08151999995
Senior,Full-time,Remote,Large,Data Scientist,United States,United States,208239.14159999997
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,235661.57999999996
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,114640.019548
Mid/ Intermediate level,Contractor,Remote,Small,ML Engineer,India,United States,69413.0472
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,159071.5665
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,100691.76599999999
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,108336.0614959
Entry level,Full-time,On-site,Large,Data Scientist,United Kingdom,United Kingdom,133602.6998460552
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,86766.309
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,148081.16736
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,170987.47293599998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,144610.51499999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,127257.25319999999
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,227895.45974999995
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,206850.88065599996
Executive level,Full-time,Hybrid,Large,AI/ DS Executive,Other,Other,279257.1677217
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,191924.93313
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,155322.405
Senior,Full-time,Hybrid,Small,Data Scientist,Canada,Other,11731.029939999999
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,69413.0472
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,252800.60399999996
Senior,Full-time,On-site,Large,Data Engineer,United States,United States,92550.72959999999
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,252200.73815999998
Entry level,Full-time,On-site,Medium,Data Engineer,United States,United States,156179.35619999998
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,160678.34999999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,267529.45275
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,123555.224016
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,160678.34999999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,114948.00616319999
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,108515.73045599999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,114402.98519999998
Executive level,Full-time,On-site,Medium,Data Scientist,United States,United States,214237.79999999996
Mid/ Intermediate level,Full-time,Remote,Large,Data Engineer,Other,Other,83260.34684
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,235661.57999999996
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,60668.194437704
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,101762.95499999999
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,109013.1906276
Executive level,Full-time,Remote,Small,Data Scientist,France,Spain,84676.84406121339
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,168905.08151999995
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,85695.12
Executive level,Full-time,Remote,Small,ML Engineer,United States,United States,231376.82399999996
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,United States,United States,132827.436
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,289221.02999999997
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,281122.84115999995
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,207978.84267299995
Entry level,Full-time,Remote,Medium,Data Scientist,United States,United States,208239.14159999997
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,97156.84229999999
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,96407.01
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,138826.0944
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Spain,United States,160333.6937566573
Entry level,Full-time,Remote,Small,Data Analyst,United States,United States,109013.1906276
Senior,Full-time,Remote,Large,Data Scientist,United States,United States,222121.75103999997
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,149585.11671599996
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,113567.45777999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,138826.0944
Senior,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,121336.388875408
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,121704.209424
Senior,Full-time,Remote,Large,Data Analyst,Other,Other,107640.28237912865
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,242251.534728
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Other,Other,91502.033532
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,62471.74248
Entry level,Full-time,Remote,Medium,Data Scientist,United States,United States,96900.61389119999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,267797.24999999994
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,115152.81749999998
Entry level,Full-time,On-site,Medium,Data Analyst,Canada,Canada,61001.355688
Senior,Full-time,Remote,Medium,Data Engineer,Other,Other,113140.623006
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Scientist,United Kingdom,United Kingdom,68303.87490153023
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,213166.61099999995
Mid/ Intermediate level,Contractor,Remote,Small,ML Engineer,United States,United States,32135.669999999995
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,119973.16799999998
Entry level,Full-time,Remote,Medium,AI/ ML Researcher,United Kingdom,United Kingdom,133181.03999999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,86668.84919671998
Entry level,Full-time,Remote,Large,BI Analyst,United States,United States,65942.39484000001
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,262441.30499999993
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,116613.919296
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,158656.24510091997
Senior,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,130003.27379508
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United Kingdom,United Kingdom,43334.42459835999
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,236120.04889199996
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,126424.2966336
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,92550.72959999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,127257.25319999999
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,65001.63689754
Senior,Full-time,Hybrid,Medium,Data Scientist,Other,Other,32688.176425999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,195170.63579999996
Mid/ Intermediate level,Full-time,Remote,Large,ML Engineer,United States,United States,129918.08667599999
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,168095.26263599997
Senior,Full-time,Remote,Medium,Data Engineer,Canada,Canada,169805.826
Senior,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,255263.65999999997
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,133620.11586
Senior,Full-time,On-site,Medium,Data Scientist,Canada,Canada,158818.3902
Senior,Full-time,On-site,Medium,Data Analyst,United Kingdom,United Kingdom,101113.26636184199
Entry level,Full-time,On-site,Medium,Data Analyst,Other,Other,23462.059879999997
Entry level,Part-time,Remote,Small,AI Engineer,Other,United States,14535.092083679998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,213166.61099999995
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,230359.19444999998
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United Kingdom,United Kingdom,161846.039176
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,107118.89999999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,267797.24999999994
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,128542.67999999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,165203.05233599996
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,177003.27036
Senior,Full-time,On-site,Large,AI/ DS Executive,United States,United States,290701.8416735999
Senior,Full-time,Remote,Large,Data Scientist,Spain,Spain,95276.606174
Executive level,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,185101.45919999998
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Scientist,Other,Other,44212.43796268309
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,127257.25319999999
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Other,Other,79908.62400000001
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,225592.40339999995
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,87666.41958
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,75197.46779999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,173532.618
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,Other,Other,92883.94885893198
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,118002.18023999999
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,202454.721
Entry level,Part-time,Remote,Large,Data Analyst,Spain,United States,29171.989969919996
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,143359.36624799998
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,142296.74675999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,145681.704
Executive level,Full-time,On-site,Medium,AI/ DS Executive,United Kingdom,United Kingdom,177894.354496
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,79458.65764199999
Entry level,Full-time,Remote,Small,AI Engineer,Other,Other,175965.4491
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,254514.50639999998
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,266083.3476
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,202570.40941199998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,161963.77679999996
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Scientist,Germany,Germany,110165.73850461183
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,117504.72006839998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,28922.102999999996
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,United States,United States,160678.34999999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,173359.08538199996
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,70150.025232
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,214237.79999999996
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,162252.99782999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,70698.47399999999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,219807.98279999997
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,134198.55792
Senior,Full-time,Remote,Large,Data Scientist,India,India,65678.85752494626
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,190885.87979999997
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,202454.721
Mid/ Intermediate level,Full-time,Remote,Small,Data Scientist,India,United States,6878.732328601559
Senior,Full-time,Remote,Medium,BI Analyst,United States,United States,117830.78999999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,176746.185
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,160678.34999999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,203611.60512
Senior,Full-time,Remote,Large,AI/ DS Executive,Other,Other,124863.1646579648
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,164534.63039999997
Senior,Full-time,Remote,Large,ML Engineer,United States,United States,151898.88495599997
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,156179.35619999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,69627.28499999999
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,143453.63087999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,Other,Other,49300.826425843996
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,212309.65979999996
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,122008.42709999999
Entry level,Full-time,On-site,Medium,Data Engineer,United States,United States,144610.51499999998
Entry level,Full-time,Hybrid,Small,AI Engineer,Other,Other,133181.03999999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,184351.62689999997
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,156179.35619999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United Kingdom,United Kingdom,48621.068178
Entry level,Full-time,Hybrid,Large,BI Analyst,United States,United States,55530.43775999999
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,211420.57292999997
Mid/ Intermediate level,Full-time,Remote,Large,Data Engineer,United States,United States,218026.3812552
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,134487.77894999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United Kingdom,United Kingdom,87666.41958
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,143765.98959239997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,186258.34331999999
Mid/ Intermediate level,Full-time,Remote,Small,ML Engineer,United States,United States,138826.0944
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,235661.57999999996
Mid/ Intermediate level,Full-time,On-site,Large,Data Scientist,Other,Other,141243.946683588
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,205416.55858499996
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,216758.307717
Entry level,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,50556.04662942399
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,235425.91841999997
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,117830.78999999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,81560.33045999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,Other,Other,11731.029939999999
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,Germany,Germany,75184.17088545999
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,161963.77679999996
Entry level,Full-time,Remote,Medium,AI Engineer,Other,Other,11731.029939999999
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,150394.93559999997
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,198169.965
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,Other,Other,26746.7482632
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,208239.14159999997
Mid/ Intermediate level,Full-time,Remote,Large,Data Engineer,United States,United States,121125.767364
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,239126.79071987997
Mid/ Intermediate level,Full-time,On-site,Large,Data Analyst,United States,United States,90844.32552299999
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,139254.56999999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,157336.24031999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,139254.56999999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,277437.951
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,229988.56305599996
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,149966.46
Mid/ Intermediate level,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,155022.47207999998
Entry level,Full-time,Remote,Medium,Data Analyst,United States,United States,96900.61389119999
Mid/ Intermediate level,Full-time,Remote,Small,Data Scientist,Other,Other,88787.36
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,182102.12999999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,176746.185
Senior,Full-time,Remote,Medium,BI Analyst,United States,United States,144610.51499999998
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,163986.18163199996
Senior,Full-time,Remote,Large,ML Engineer,United States,United States,151898.88495599997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,57844.20599999999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,228291.79967999997
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,128542.67999999998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,172997.02349999998
